id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
2586,Art Supplies Kit for arts,400,arts,Art Supplies,2.5,25,0,208,9,19,5,16.8,361.2,High,Medium,Autumn,332.8,0.090909091,0.043062201,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
2587,Rulers Kit for engineering,25,engineering,Rulers,3.3,25,0,191,3,17,8,22.3,21.625,Low,Medium,Summer,19.425,0.088541667,0.015625,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2588,Pipette,80,laboratory  tools,liquid handling,2.9,15,0,163,5,16,2,15.7,74.64,Medium,Medium,Summer,67.44,0.097560976,0.030487805,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
2589,Faber-Castell Mini High Quality Soft Pastel Colors Set No.128248 - 48 Colors,110,arts;architecture;engineering,Colors,3.5,20,0,185,11,22,5,4.9,77.55,Medium,Medium,Winter,104.61,0.11827957,0.059139785,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2590,plastic dropper,3,faculty of bio technology,liquid handling,4.4,15,0,198,3,27,7,11.4,2.193,Low,Medium,Winter,2.658,0.135678392,0.015075377,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
2591,rotary,11000,faculty of dentistry,chemical tools,3.2,20,0,200,10,19,4,22.8,10857,High,Medium,Autumn,8492,0.094527363,0.049751244,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2592,Staedtler Karat Soft Pastel Chalks Colors Set 10 mm No.2430C24 - 24 Pcs,776.75,arts;architecture;engineering,Colors,3.5,26,0,188,9,20,3,23.4,676.54925,High,Medium,Winter,594.9905,0.105820106,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2593,Rulers Kit for arts;architecture;engineering,70,arts;architecture;engineering,Rulers,3.5,19,0,199,6,23,5,10.1,59.43,Medium,Medium,Spring,62.93,0.115,0.03,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2594,Cleaning Tools Kit for arts,162,arts,cleaning tools,4.1,19,0,194,11,14,4,16.2,125.712,High,Medium,Summer,135.756,0.071794872,0.056410256,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
2595,Pencils And Pens Kit for engineering,70,engineering,Pencils and Pens,1.8,22,0,184,11,26,8,6.2,64.47,Medium,Medium,Spring,65.66,0.140540541,0.059459459,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2596,Storage Equipment Kit for arts;architecture;engineering,135,arts;architecture;engineering,storage equipment,3,20,0,202,12,17,4,7.5,112.455,High,Medium,Winter,124.875,0.083743842,0.0591133,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2597,baker 15,45,faculty of bio technology,chemical tools,3.7,26,0,207,13,27,8,4.3,37.53,Medium,Medium,Summer,43.065,0.129807692,0.0625,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
2598,12-hole Rack,10,laboratory  tools,storage equipment,4.4,22,0,203,9,30,3,13.1,7.46,Low,High,Spring,8.69,0.147058824,0.044117647,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
2599,Rulers Kit for engineering,120,engineering,Rulers,3.1,17,0,181,17,13,4,21.6,85.08,High,Medium,Winter,94.08,0.071428571,0.093406593,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2600,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,27,arts;architecture;engineering,Colors,2.1,20,0,210,6,26,2,26.4,25.218,Low,Medium,Spring,19.872,0.123222749,0.028436019,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2601,Uni Pin Fine Line Pigment Ink Pen with Different Sizes,41.6,arts;architecture;engineering,Pencils and Pens,4,15,0,199,11,21,7,16.3,38.9792,Medium,Medium,Summer,34.8192,0.105,0.055,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2602,Rulers Kit for engineering,15,engineering,Rulers,3,18,0,187,15,22,6,19.6,13.005,Low,Medium,Autumn,12.06,0.117021277,0.079787234,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2603,saddle matrix ,450,faculty of dentistry,chemical tools,2.6,18,0,199,8,15,2,8,413.1,High,Medium,Winter,414,0.075,0.04,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2604,Rulers Kit for engineering,50,engineering,Rulers,3,23,0,189,8,23,4,6.1,49.8,Medium,Medium,Summer,46.95,0.121052632,0.042105263,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2605,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,3.4,20,0,193,10,21,2,11.9,53.6,Medium,Medium,Autumn,59.027,0.108247423,0.051546392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2606,Templates Kit for engineering,35,engineering,Templates,3,27,0,204,13,20,6,16.8,29.715,Medium,Medium,Autumn,29.12,0.097560976,0.063414634,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2607,Matou 12 ml Fabric Colors Set No.1373 - 12 Colors,58,arts;architecture;engineering,Colors,1.8,22,0,185,8,19,7,1,49.88,Medium,Medium,Winter,57.42,0.102150538,0.043010753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2608,Anesthetic,40,faculty of agriculture,cleaning tools,4.2,20,0,184,12,21,9,2.8,33.24,Medium,Medium,Summer,38.88,0.113513514,0.064864865,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
2609,beaker 50,90,faculty of agriculture,glassware,4.5,26,0,204,8,18,6,18.9,89.55,High,Medium,Autumn,72.99,0.087804878,0.03902439,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
2610,Rulers Kit for arts;architecture;engineering,47.75,arts;architecture;engineering,Rulers,4,30,0,181,12,25,10,6,33.75925,Medium,Medium,Spring,44.885,0.137362637,0.065934066,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2611,Maries Wide Painting Brush No.1754 - 5 cm,65,arts;architecture;engineering,Brushes,2.6,24,0,202,8,18,8,13.6,53.04,Medium,Medium,Winter,56.16,0.088669951,0.039408867,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2612,Art Supplies Kit for arts,59,arts,Art Supplies,3.3,17,0,188,10,24,8,28.1,53.1,Medium,Medium,Autumn,42.421,0.126984127,0.052910053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
2613,glasses,20,faculty of bio technology,chemical tools,3.5,14,0,169,7,9,2,25.9,19.68,Low,Medium,Autumn,14.82,0.052941176,0.041176471,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
2614,M&G Pastel Gel Highlighter Pens Set No.Y503 - 9 Pcs,55,arts;architecture;engineering,Art Supplies,3.9,26,0,207,9,27,10,1.9,50.325,Medium,Medium,Spring,53.955,0.129807692,0.043269231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2615,Elecrticity Plastic Drawing Template No.8125,32.25,arts;architecture;engineering,Templates,4,15,0,190,8,23,6,1.8,28.3155,Low,Low,Spring,31.6695,0.120418848,0.041884817,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2616,latex gloves,3,faculty of veterinary medicine,safety equipment,2.9,15,0,210,10,16,4,4.4,2.4,Low,Medium,Summer,2.868,0.075829384,0.047393365,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
2617,Rulers Kit for engineering,15,engineering,Rulers,3.6,27,0,177,12,20,7,3.5,14.52,Low,Medium,Autumn,14.475,0.112359551,0.06741573,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2618,KeepSmiling Water Color Solid Transparent Set No.7127 - 24 Color,38,arts;architecture;engineering,Colors,3.8,22,0,187,11,17,8,7.6,26.904,Low,Medium,Summer,35.112,0.090425532,0.058510638,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2619,Dong-A Oil Pastel Large Size Sticks - 12 Color,760,arts;architecture;engineering,Colors,4.6,9,0,199,9,20,6,11.2,706.8,High,Medium,Winter,674.88,0.1,0.045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2620,KeepSmiling Brush Selection Oval | Flat High Quality Brushes Set No.A6067Z - 6 Pcs,275,arts;architecture;engineering,Brushes,4,19,0,205,8,14,3,2.5,267.3,High,Medium,Summer,268.125,0.067961165,0.038834951,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2621,Staedtler Karat Soft Pastel Chalks Colors Set 10 mm No.2430C48 - 48 Pcs,590,arts;architecture;engineering,Colors,4.1,28,0,215,14,18,3,13.8,533.95,High,Medium,Winter,508.58,0.083333333,0.064814815,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2622,over gloves ,40,faculty of dentistry,safety equipment,3.6,19,0,211,14,29,7,15.9,32.28,Medium,Medium,Winter,33.64,0.136792453,0.066037736,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2623,S & A Yellow French Curve Set - 3 Pcs,27.5,arts;architecture;engineering,Art Supplies,4.6,21,0,211,10,20,6,19.8,25.685,Low,Medium,Winter,22.055,0.094339623,0.047169811,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2624,twisted thermometer,25,faculty of nursing,chemical tools,3.8,23,0,183,11,11,2,12.2,22.75,Low,Medium,Autumn,21.95,0.059782609,0.059782609,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
2625,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,2.9,22,0,218,10,22,8,8.9,44.145,Medium,Medium,Autumn,40.995,0.100456621,0.0456621,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2626,No.1 Colored Spray Paint - 400 ml,182,arts;architecture;engineering,Art Supplies,4.6,26,0,176,6,28,9,19.3,167.804,High,Medium,Autumn,146.874,0.15819209,0.033898305,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2627,Rulers Kit for arts;architecture;engineering,53.5,arts;architecture;engineering,Rulers,4,30,0,180,8,16,4,27.3,48.471,Medium,Medium,Summer,38.8945,0.08839779,0.044198895,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2628,Alwan High Quality 30 ml Poster Colors Jar,313,arts;architecture;engineering,Colors,3.2,20,0,193,11,15,3,11.9,267.615,High,Medium,Spring,275.753,0.077319588,0.056701031,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2629,paper mask,2,faculty of nursing,safety equipment,3.1,18,0,180,11,19,6,8.8,1.884,Low,Medium,Autumn,1.824,0.104972376,0.060773481,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
2630,Artino Pure Turpentine and Pure Oil For Oil Painting - 250 ml,35,arts;architecture;engineering,Oils,3.7,24,0,189,13,25,8,21.5,26.25,Low,Medium,Spring,27.475,0.131578947,0.068421053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2631,Dong-A Dooly The Little Dinosaur 10 ml Poster Colors - 12 Colors,82,arts;architecture;engineering,Colors,3.8,23,0,220,5,27,10,26.3,80.852,Medium,Medium,Spring,60.434,0.122171946,0.022624434,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2632,KeepSmiling Fan Artist Brush High Quality Set No.8150 - 5 Pcs,75,arts;architecture;engineering,Brushes,3.6,17,0,191,9,21,11,28.8,53.55,Medium,Medium,Winter,53.4,0.109375,0.046875,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2633,tube brush,5,chemical tools,chemical tools,3.7,27,0,199,8,16,3,6.6,4.71,Low,Medium,Autumn,4.67,0.08,0.04,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969883/freepik__the-style-is-candid-image-photography-with-natural__12399_ngrodu.png
2634,etch ,600,faculty of dentistry,chemical tools,4.8,25,0,196,11,23,2,9.1,505.2,High,Medium,Autumn,545.4,0.116751269,0.055837563,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2635,surgical scissor ,35,faculty of dentistry,cleaning supplies,4.3,16,0,188,7,23,7,27.2,28.84,Low,Medium,Summer,25.48,0.121693122,0.037037037,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2636,No.1 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,3.6,19,0,182,9,22,10,8.1,22.542,Low,High,Summer,23.894,0.120218579,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2637,varnish ,3000,faculty of dentistry,chemical tools,4.2,12,0,165,10,15,3,10.4,2415,High,Medium,Autumn,2688,0.090361446,0.060240964,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2638,KeepSmiling Artist Chisel Tip Brush High Quality Set No.A6118X - 6 Pcs,25,arts;architecture;engineering,Brushes,2.7,13,0,215,13,20,7,19.2,21.375,Low,Medium,Spring,20.2,0.092592593,0.060185185,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2639,Rulers Kit for engineering,70,engineering,Rulers,3.8,21,0,202,8,16,4,17,59.78,Medium,Medium,Summer,58.1,0.078817734,0.039408867,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2640,Cleaning Tools Kit for arts,162,arts,cleaning tools,4.9,20,0,193,6,22,6,26.3,140.292,High,Medium,Summer,119.394,0.113402062,0.030927835,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
2641,Titi 30 ml Poster Color Jar,626,arts;architecture;engineering,Colors,3.3,21,0,200,8,23,11,18.4,573.416,High,Medium,Autumn,510.816,0.114427861,0.039800995,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2642,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,2.9,25,0,208,11,15,4,14.7,66.732,Medium,Medium,Spring,57.151,0.071770335,0.052631579,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2643,Bomega 6 ml Glass Colors Set No.B9106GL - 12 Colors,357,arts;architecture;engineering,Colors,3,24,0,210,5,13,5,2.2,300.237,High,Medium,Spring,349.146,0.061611374,0.023696682,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2644,Rulers Kit for engineering,150,engineering,Rulers,2.7,15,0,211,7,29,9,29.3,130.8,High,Medium,Summer,106.05,0.136792453,0.033018868,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2645,Pipette,80,laboratory  tools,liquid handling,2.9,16,0,193,18,11,4,12.7,74.64,Medium,Medium,Summer,69.84,0.056701031,0.092783505,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
2646,Art Supplies Kit for arts,66,arts,Art Supplies,3.2,7,0,197,9,21,5,17.2,49.236,Medium,Medium,Winter,54.648,0.106060606,0.045454545,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
2647,K-MAX Tie Dye Fabric Colors Set No.MY281 - 3 Colors,95,arts;architecture;engineering,Colors,2.4,12,0,191,9,18,8,15.1,89.775,High,Medium,Summer,80.655,0.09375,0.046875,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2648,Elrowad Acrylic Clay Cutting Sheet Size A4,315,arts;architecture;engineering,Art Supplies,3.5,17,0,203,4,24,7,22.1,263.655,High,Medium,Summer,245.385,0.117647059,0.019607843,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2649,Artino Pure Turpentine and Pure Oil For Oil Painting - 125 ml,21,arts;architecture;engineering,Oils,4.2,23,0,197,10,14,3,19.4,15.561,Low,Medium,Spring,16.926,0.070707071,0.050505051,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2650,Artino Pure Turpentine and Pure Oil For Oil Painting - 125 ml,21,arts;architecture;engineering,Oils,2.8,18,0,183,8,20,3,10.3,19.761,Low,Medium,Spring,18.837,0.108695652,0.043478261,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2651,Rulers Kit for engineering,425,engineering,Rulers,4.6,31,0,192,10,20,2,15.6,379.525,High,Medium,Spring,358.7,0.103626943,0.051813472,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2652,M&G Single Round Painting Brush No.97886M Size.12,79,arts;architecture;engineering,Brushes,3.9,24,0,194,10,24,6,24.8,77.736,Medium,Medium,Winter,59.408,0.123076923,0.051282051,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2653,Matloub 17 Slot Oval Color Palette,46.25,arts;architecture;engineering,Color Pallets,4.3,18,0,203,16,20,4,19,41.625,Medium,Medium,Spring,37.4625,0.098039216,0.078431373,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2654,Rulers Kit for engineering,30,engineering,Rulers,3,23,0,187,7,21,3,28.6,28.95,Low,Medium,Winter,21.42,0.111702128,0.037234043,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2655,Rulers Kit for engineering,25,engineering,Rulers,4.1,24,0,201,10,19,6,22.6,24.65,Low,Medium,Summer,19.35,0.094059406,0.04950495,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2656,loops,3,faculty of dentistry,chemical tools,2.7,17,0,189,8,28,14,14.6,2.718,Low,Medium,Winter,2.562,0.147368421,0.042105263,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
2657,Dong-A 30 ml Poster Color Jar,55,arts;architecture;engineering,Colors,4.2,21,0,184,8,19,5,24.2,46.86,Medium,Medium,Summer,41.69,0.102702703,0.043243243,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2658,K-MAX Ink Roll 10 cm,7,arts;architecture;engineering,Art Supplies,3.6,27,0,193,5,22,7,13.3,6.986,Low,Medium,Winter,6.069,0.113402062,0.025773196,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2659,KeepSmiling Medium Charcoal Pencil No.10120,89,arts;architecture;engineering,Pencils and Pens,3.9,19,0,201,11,15,3,6.4,69.776,Medium,Medium,Winter,83.304,0.074257426,0.054455446,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2660,Matches,5,laboratory  tools,chemical tools,2.6,19,0,231,9,23,5,18.9,4.24,Low,Medium,Spring,4.055,0.099137931,0.038793103,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
2661,K-MAX Drawing Design White Canson Paper Sketch 35*50 - 12 Sheets,45,arts;architecture;engineering,Drawing Sketch,2.8,14,0,202,10,14,3,10.6,42.3,Medium,Medium,Winter,40.23,0.068965517,0.049261084,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2662,Rulers Kit for engineering,45,engineering,Rulers,3.9,24,0,202,9,15,6,0.7,39.105,Medium,Medium,Summer,44.685,0.073891626,0.044334975,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2663,Rulers Kit for architecture;engineering,75,architecture;engineering,Rulers,2.8,18,0,173,8,17,9,6.4,58.05,Medium,Medium,Summer,70.2,0.097701149,0.045977011,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2664,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,27,arts;architecture;engineering,Colors,3.8,23,0,189,8,17,6,5,25.623,Low,Medium,Summer,25.65,0.089473684,0.042105263,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
2665,Rulers Kit for arts;architecture;engineering,104,arts;architecture;engineering,Rulers,2.5,21,0,208,8,20,2,23.8,92.352,High,Medium,Winter,79.248,0.09569378,0.038277512,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
